file1,file2,predicted_label
a80b8e8608524c60a3e1a0b21a7ece7f.pdf,ec5b6656b13e4e3c9e1ddcedb57d89e1.pdf,1
2b304aec85e340d0ab6a57288ceda9e7.pdf,5acda72d9a4340169893499db0c6ad35.pdf,0
94123c1c7bc74db8ab84bb44770a590b.pdf,d8d4aca32d9e4be099112e418fb03441.pdf,1
6686de5e30094a0caa636f7c68f16419.pdf,a74fbc1b155c48828289e946a8554007.pdf,1
b3bf8b924284486fa87a80b343d01ec0.pdf,fc67b764dab9445bae5fcdd4a7505b03.pdf,0
8b9cbb9ac3cf4277933fa9f012e42f1a.pdf,aae80230b53a4b6ba49ec2f9559cd665.pdf,0
765e4e1967684e19a75493150a366075.pdf,fc2d044b4e2a4fb993a72fd1e128e1c1.pdf,1
8677ec75e27048fca0ce763a2c881b52.pdf,7be846b436b04b7e8c56ad80dfec0d55.pdf,0
84d7f0923c35454d9a52aa8e29556eb6.pdf,d723258cb86d4c788a4f4dcade6409de.pdf,0
d7315f6ab3904ff8b490ff0186139bb4.pdf,3f1d4757f2b84febbc7bd8e178442429.pdf,1
6e969144f1fe4ce58ff0fa2a6d743dbd.pdf,baf32990d52747bd8ee0e872c7b81a5b.pdf,0
bac1fc9bab2a4319b04cca958675e267.pdf,8b9cbb9ac3cf4277933fa9f012e42f1a.pdf,0
e9a4e3c76e3340b6b584d25bc8411728.pdf,34c902a89df442f783f42d84afaeb348.pdf,0
aae80230b53a4b6ba49ec2f9559cd665.pdf,a26d1a3a9839425c8acbe68a4ee40301.pdf,0
3dfbbd094fc44497a9d7c5d75e3591b7.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,0
8ad41d1ff0b74849a1592d2394ff9820.pdf,3f1d4757f2b84febbc7bd8e178442429.pdf,0
723aa441d2d1480e993103250000b82e.pdf,4dd95961c8954e6480a407d64d24a3be.pdf,0
81f2d972474e4d969b7489c7219415a0.pdf,c14491ee870d40f486f74824cc0b59f2.pdf,0
84c11cf2fb7f44739e3ec834dc76c161.pdf,aa9cd252e20b4eeab517aa8b52b489f0.pdf,0
59040a656e5a4ffcbd074cba2f4e51f5.pdf,c14491ee870d40f486f74824cc0b59f2.pdf,1
41d62e1e36b4483c9b228ab2bdc6206b.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,1
df4013d5602743eba5e1603c0e2fcbee.pdf,a26d1a3a9839425c8acbe68a4ee40301.pdf,1
d723258cb86d4c788a4f4dcade6409de.pdf,baf32990d52747bd8ee0e872c7b81a5b.pdf,1
f4c18137dfac4359940c46c6ded1b95e.pdf,2a5fc92058f04bf5bb09bb5f9fcea887.pdf,1
1bb81627ceb440b78b9a9c02bd0f6afb.pdf,94123c1c7bc74db8ab84bb44770a590b.pdf,0
478cb8dc23204a96ae6b1e31abdd3629.pdf,b7b471df518a429290a1f4cbbb84ca6f.pdf,0
8677ec75e27048fca0ce763a2c881b52.pdf,84964e8e81a7434fa7341c73eb1258e0.pdf,1
d4312f5ef8524be8bb0f90f8fd6ded50.pdf,53c398282d004d8fb00b6361e453e0c6.pdf,1
460e9403b7944c4abfbae0b24766b938.pdf,3dfbbd094fc44497a9d7c5d75e3591b7.pdf,0
478cb8dc23204a96ae6b1e31abdd3629.pdf,34c902a89df442f783f42d84afaeb348.pdf,1
9301aea5244842d68729af0740b90f87.pdf,df4013d5602743eba5e1603c0e2fcbee.pdf,1
8b9cbb9ac3cf4277933fa9f012e42f1a.pdf,57c08ad817664ac0b829db0a37f3a20d.pdf,0
bd0360cf0ecf41f0927fb171e0b77b16.pdf,4fb50ac2692746d68209d60ad782b52e.pdf,1
f234ef1cbaa143e2bfe0f3f9e40f874f.pdf,3f1d4757f2b84febbc7bd8e178442429.pdf,0
097aaf7c8b904e69b9091bd5ddbe918e.pdf,a26d1a3a9839425c8acbe68a4ee40301.pdf,1
8b9cbb9ac3cf4277933fa9f012e42f1a.pdf,0bf90ddfb25748b291d6d528c5ca92d1.pdf,0
0d51629e005b42498eedba3a0885f654.pdf,b3bf8b924284486fa87a80b343d01ec0.pdf,0
ec5b6656b13e4e3c9e1ddcedb57d89e1.pdf,b38f024f10204814a466f7f079f0eb0f.pdf,0
e9a4e3c76e3340b6b584d25bc8411728.pdf,2b304aec85e340d0ab6a57288ceda9e7.pdf,0
bc923d1430af47c2a9e0350acaf03dd1.pdf,50026549e6d54306af0f017046d0c6b6.pdf,1
2b304aec85e340d0ab6a57288ceda9e7.pdf,aa9cd252e20b4eeab517aa8b52b489f0.pdf,0
bd0360cf0ecf41f0927fb171e0b77b16.pdf,0d51629e005b42498eedba3a0885f654.pdf,1
1ea8ed97eae04c19b5bddef8ca623e73.pdf,4fb50ac2692746d68209d60ad782b52e.pdf,0
d7315f6ab3904ff8b490ff0186139bb4.pdf,55c7ca7828a54f96807e719c304a1b2e.pdf,1
64931045b5e441039dc604d55031274e.pdf,8677ec75e27048fca0ce763a2c881b52.pdf,0
b7b471df518a429290a1f4cbbb84ca6f.pdf,fb5403de15ea4675bdf2a0e709ba519a.pdf,0
1ea8ed97eae04c19b5bddef8ca623e73.pdf,f4c18137dfac4359940c46c6ded1b95e.pdf,1
6686de5e30094a0caa636f7c68f16419.pdf,a31ff8e007604c9c80cca423bcdee533.pdf,1
c3e07c4971b9409eb59190a9cc7a675e.pdf,41d62e1e36b4483c9b228ab2bdc6206b.pdf,1
bc923d1430af47c2a9e0350acaf03dd1.pdf,4dd95961c8954e6480a407d64d24a3be.pdf,0
d97821c238c341fcafcabc8fb3650530.pdf,3dfbbd094fc44497a9d7c5d75e3591b7.pdf,1
6e969144f1fe4ce58ff0fa2a6d743dbd.pdf,f59d7b4162274e5db90ae16f0afc961b.pdf,1
41d62e1e36b4483c9b228ab2bdc6206b.pdf,856e502b69b84b198a18d5de5f0a6593.pdf,1
8b6dd14bd8e34aafaf860d250d235d51.pdf,460e9403b7944c4abfbae0b24766b938.pdf,0
bc923d1430af47c2a9e0350acaf03dd1.pdf,8af97b6d398644d0814c495c61148aa2.pdf,1
c159e8060e22465997eca3c7b2bea53a.pdf,d723258cb86d4c788a4f4dcade6409de.pdf,0
7c996ea679e044a8974c5ae54f5a71fe.pdf,42c1e3e07cc94138a1b4468c2a3ecb0b.pdf,1
703f0e5e39a247068d8b846ce1b5460d.pdf,8b6dd14bd8e34aafaf860d250d235d51.pdf,0
4dd95961c8954e6480a407d64d24a3be.pdf,a74fbc1b155c48828289e946a8554007.pdf,0
681e7421b5d145058dc7a7013e334012.pdf,b7b471df518a429290a1f4cbbb84ca6f.pdf,0
b38f024f10204814a466f7f079f0eb0f.pdf,a74fbc1b155c48828289e946a8554007.pdf,1
478cb8dc23204a96ae6b1e31abdd3629.pdf,80fa439370bd4b9aaac7e93f312fe540.pdf,0
460e9403b7944c4abfbae0b24766b938.pdf,7be846b436b04b7e8c56ad80dfec0d55.pdf,1
be0a24375cd14762ac13aedc52be1e5d.pdf,d35dd6c3d1374bad963f71aeabb278ab.pdf,1
d4312f5ef8524be8bb0f90f8fd6ded50.pdf,fb5403de15ea4675bdf2a0e709ba519a.pdf,1
f59d7b4162274e5db90ae16f0afc961b.pdf,34c902a89df442f783f42d84afaeb348.pdf,0
50fb1ea3d3bb4c6e94d139e4eedbb990.pdf,d4312f5ef8524be8bb0f90f8fd6ded50.pdf,1
f234ef1cbaa143e2bfe0f3f9e40f874f.pdf,aae80230b53a4b6ba49ec2f9559cd665.pdf,1
2ad7956ee37a4b14a538cef2d5c14db3.pdf,9301aea5244842d68729af0740b90f87.pdf,0
450951a6172445d287d7c7e625e11aa8.pdf,d723258cb86d4c788a4f4dcade6409de.pdf,1
41d62e1e36b4483c9b228ab2bdc6206b.pdf,987018c89d9f4185b0cfd6e02e1e5249.pdf,0
81f2d972474e4d969b7489c7219415a0.pdf,e17a624e8caa47d7b24eb8b035927a99.pdf,1
f59d7b4162274e5db90ae16f0afc961b.pdf,da8cd54631b64be8a4c16b90921d4045.pdf,0
5899166a03f94acaa01db34de54494ee.pdf,d7315f6ab3904ff8b490ff0186139bb4.pdf,1
64cec01d807c424ab7d17de47e9f7996.pdf,2f9b9468bd434085955bb51cbecfa36b.pdf,1
24f6c9c275bc4be49d64d2a96b3904a4.pdf,0bf90ddfb25748b291d6d528c5ca92d1.pdf,1
08d85aed4e0c45ff8310fed3a997cfff.pdf,765e4e1967684e19a75493150a366075.pdf,0
41d62e1e36b4483c9b228ab2bdc6206b.pdf,55c7ca7828a54f96807e719c304a1b2e.pdf,0
e9a4e3c76e3340b6b584d25bc8411728.pdf,097aaf7c8b904e69b9091bd5ddbe918e.pdf,0
765e4e1967684e19a75493150a366075.pdf,2f9b9468bd434085955bb51cbecfa36b.pdf,1
987018c89d9f4185b0cfd6e02e1e5249.pdf,49e5a4f22cdb4375a06304e61cb5676a.pdf,1
a80b8e8608524c60a3e1a0b21a7ece7f.pdf,f4c18137dfac4359940c46c6ded1b95e.pdf,0
1ea8ed97eae04c19b5bddef8ca623e73.pdf,478cb8dc23204a96ae6b1e31abdd3629.pdf,1
f59d7b4162274e5db90ae16f0afc961b.pdf,80fa439370bd4b9aaac7e93f312fe540.pdf,1
bf5100383a04432db72ff531d46a3782.pdf,2a5fc92058f04bf5bb09bb5f9fcea887.pdf,1
fc2d044b4e2a4fb993a72fd1e128e1c1.pdf,20353a45b1ea4844a2493f391f2e5e4e.pdf,0
be0a24375cd14762ac13aedc52be1e5d.pdf,3bf3402fb59a47c9b01753cbfd837bb4.pdf,1
3f27d7656bb448a99f17d84371e83f54.pdf,c14491ee870d40f486f74824cc0b59f2.pdf,1
a4fc48da133143bf93e45a78e8377a13.pdf,57c08ad817664ac0b829db0a37f3a20d.pdf,0
53c398282d004d8fb00b6361e453e0c6.pdf,3f27d7656bb448a99f17d84371e83f54.pdf,0
f74c4b75ab7b41a8ab3ccf5f7b4162bf.pdf,8121b7d89a9149179b8d239d9c1bf05b.pdf,0
5fc1f831969c4cea9e214f60697fbc0c.pdf,765e4e1967684e19a75493150a366075.pdf,0
99d449932e854bed907ed4d4cb787fb6.pdf,49e5a4f22cdb4375a06304e61cb5676a.pdf,1
e38be9152d7b4841932bb88d52c1a78d.pdf,8b6dd14bd8e34aafaf860d250d235d51.pdf,1
450951a6172445d287d7c7e625e11aa8.pdf,63ab45933f284afabad05f81e7a41d95.pdf,1
0bf90ddfb25748b291d6d528c5ca92d1.pdf,5491cca80b8c4163b0ac1895a1dcd386.pdf,1
2b304aec85e340d0ab6a57288ceda9e7.pdf,20353a45b1ea4844a2493f391f2e5e4e.pdf,0
3f27d7656bb448a99f17d84371e83f54.pdf,d723258cb86d4c788a4f4dcade6409de.pdf,0
aa9cd252e20b4eeab517aa8b52b489f0.pdf,3bf3402fb59a47c9b01753cbfd837bb4.pdf,1
9301aea5244842d68729af0740b90f87.pdf,d97821c238c341fcafcabc8fb3650530.pdf,0
4dd95961c8954e6480a407d64d24a3be.pdf,44dbc9535d2d44f381898b01ea9ac17d.pdf,1
1bb81627ceb440b78b9a9c02bd0f6afb.pdf,baf32990d52747bd8ee0e872c7b81a5b.pdf,1
50fb1ea3d3bb4c6e94d139e4eedbb990.pdf,53c398282d004d8fb00b6361e453e0c6.pdf,1
1bb81627ceb440b78b9a9c02bd0f6afb.pdf,20353a45b1ea4844a2493f391f2e5e4e.pdf,1
c159e8060e22465997eca3c7b2bea53a.pdf,6e6c7f12440243db9fcdd1d10e68d3fc.pdf,0
f4c18137dfac4359940c46c6ded1b95e.pdf,bf5100383a04432db72ff531d46a3782.pdf,1
b3bf8b924284486fa87a80b343d01ec0.pdf,bf5100383a04432db72ff531d46a3782.pdf,0
2dc5fb879ca945b1a9588a4a74212168.pdf,84d7f0923c35454d9a52aa8e29556eb6.pdf,1
b3bf8b924284486fa87a80b343d01ec0.pdf,d723258cb86d4c788a4f4dcade6409de.pdf,1
723aa441d2d1480e993103250000b82e.pdf,44dbc9535d2d44f381898b01ea9ac17d.pdf,0
8ad41d1ff0b74849a1592d2394ff9820.pdf,44dbc9535d2d44f381898b01ea9ac17d.pdf,1
41d62e1e36b4483c9b228ab2bdc6206b.pdf,b99c3f34094542d3856e6b04ac54103e.pdf,1
5acda72d9a4340169893499db0c6ad35.pdf,5491cca80b8c4163b0ac1895a1dcd386.pdf,1
2b304aec85e340d0ab6a57288ceda9e7.pdf,6e969144f1fe4ce58ff0fa2a6d743dbd.pdf,0
0d801c37332d4b13aae892e91d7f3b11.pdf,fb5403de15ea4675bdf2a0e709ba519a.pdf,0
50fb1ea3d3bb4c6e94d139e4eedbb990.pdf,fb5403de15ea4675bdf2a0e709ba519a.pdf,1
08e09d06c4624fc08cf7edf2f2bb8c93.pdf,e45843a158e940899ba6e114d50b6b5a.pdf,1
b3bf8b924284486fa87a80b343d01ec0.pdf,63ab45933f284afabad05f81e7a41d95.pdf,1
6fc1482087094e49b45b3d5b398a190c.pdf,aa9cd252e20b4eeab517aa8b52b489f0.pdf,1
6a4312587c4444ce83364a2a546da106.pdf,7be846b436b04b7e8c56ad80dfec0d55.pdf,1
08e09d06c4624fc08cf7edf2f2bb8c93.pdf,f4dd6f8903bc474cb6f634e9145798fd.pdf,0
e45843a158e940899ba6e114d50b6b5a.pdf,c14491ee870d40f486f74824cc0b59f2.pdf,0
09586df6f8d54df0bffc60ff9c3dbc2b.pdf,0bf90ddfb25748b291d6d528c5ca92d1.pdf,1
55c7ca7828a54f96807e719c304a1b2e.pdf,9205bd81c5f941eaa60f3418435f43a0.pdf,0
bac1fc9bab2a4319b04cca958675e267.pdf,84964e8e81a7434fa7341c73eb1258e0.pdf,1
6fc1482087094e49b45b3d5b398a190c.pdf,3bf3402fb59a47c9b01753cbfd837bb4.pdf,1
8b6dd14bd8e34aafaf860d250d235d51.pdf,09586df6f8d54df0bffc60ff9c3dbc2b.pdf,0
b3bf8b924284486fa87a80b343d01ec0.pdf,856e502b69b84b198a18d5de5f0a6593.pdf,1
c3e07c4971b9409eb59190a9cc7a675e.pdf,450951a6172445d287d7c7e625e11aa8.pdf,1
e17a624e8caa47d7b24eb8b035927a99.pdf,08e09d06c4624fc08cf7edf2f2bb8c93.pdf,0
e17a624e8caa47d7b24eb8b035927a99.pdf,b99c3f34094542d3856e6b04ac54103e.pdf,0
84d7f0923c35454d9a52aa8e29556eb6.pdf,b38f024f10204814a466f7f079f0eb0f.pdf,1
4fb50ac2692746d68209d60ad782b52e.pdf,5491cca80b8c4163b0ac1895a1dcd386.pdf,0
50fb1ea3d3bb4c6e94d139e4eedbb990.pdf,94123c1c7bc74db8ab84bb44770a590b.pdf,1
d97821c238c341fcafcabc8fb3650530.pdf,2a5fc92058f04bf5bb09bb5f9fcea887.pdf,0
41d62e1e36b4483c9b228ab2bdc6206b.pdf,c0829a407e66475686791f6cfed1b970.pdf,0
bfde76025485462fb8be56c91bed71e1.pdf,69b5e243d4ed4a219fd76b5bc2623208.pdf,1
df4013d5602743eba5e1603c0e2fcbee.pdf,a08c6d291b1f41e4b94440c3cedfdbc8.pdf,1
24f6c9c275bc4be49d64d2a96b3904a4.pdf,50026549e6d54306af0f017046d0c6b6.pdf,0
a08c6d291b1f41e4b94440c3cedfdbc8.pdf,a26d1a3a9839425c8acbe68a4ee40301.pdf,1
b38f024f10204814a466f7f079f0eb0f.pdf,a31ff8e007604c9c80cca423bcdee533.pdf,1
53c398282d004d8fb00b6361e453e0c6.pdf,450951a6172445d287d7c7e625e11aa8.pdf,0
44dbc9535d2d44f381898b01ea9ac17d.pdf,d69b4380f09c42b3aafd57de68b6d7d6.pdf,0
c46bac71dded4b038092bab87a3314a0.pdf,bac1fc9bab2a4319b04cca958675e267.pdf,1
bd0360cf0ecf41f0927fb171e0b77b16.pdf,d69b4380f09c42b3aafd57de68b6d7d6.pdf,0
c3e07c4971b9409eb59190a9cc7a675e.pdf,b99c3f34094542d3856e6b04ac54103e.pdf,1
44dbc9535d2d44f381898b01ea9ac17d.pdf,3bf3402fb59a47c9b01753cbfd837bb4.pdf,0
99d449932e854bed907ed4d4cb787fb6.pdf,34c902a89df442f783f42d84afaeb348.pdf,0
1fb3c5577aeb4be7abe0417d4fd089f9.pdf,99d449932e854bed907ed4d4cb787fb6.pdf,0
d97821c238c341fcafcabc8fb3650530.pdf,b7b471df518a429290a1f4cbbb84ca6f.pdf,1
a31ff8e007604c9c80cca423bcdee533.pdf,a74fbc1b155c48828289e946a8554007.pdf,1
bd0360cf0ecf41f0927fb171e0b77b16.pdf,48fc073ac81e4277b4bf431cda76a521.pdf,0
1ea8ed97eae04c19b5bddef8ca623e73.pdf,34c902a89df442f783f42d84afaeb348.pdf,1
9301aea5244842d68729af0740b90f87.pdf,a08c6d291b1f41e4b94440c3cedfdbc8.pdf,1
08e09d06c4624fc08cf7edf2f2bb8c93.pdf,703f0e5e39a247068d8b846ce1b5460d.pdf,1
f59d7b4162274e5db90ae16f0afc961b.pdf,3dfbbd094fc44497a9d7c5d75e3591b7.pdf,0
b99c3f34094542d3856e6b04ac54103e.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,1
b3bf8b924284486fa87a80b343d01ec0.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,1
24f6c9c275bc4be49d64d2a96b3904a4.pdf,81f2d972474e4d969b7489c7219415a0.pdf,0
48fc073ac81e4277b4bf431cda76a521.pdf,09586df6f8d54df0bffc60ff9c3dbc2b.pdf,0
df4013d5602743eba5e1603c0e2fcbee.pdf,b99c3f34094542d3856e6b04ac54103e.pdf,0
d723258cb86d4c788a4f4dcade6409de.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,1
519999a0c99e4b76bab0873fea13c3a9.pdf,fc67b764dab9445bae5fcdd4a7505b03.pdf,1
d7315f6ab3904ff8b490ff0186139bb4.pdf,b3bf8b924284486fa87a80b343d01ec0.pdf,0
fb5403de15ea4675bdf2a0e709ba519a.pdf,94123c1c7bc74db8ab84bb44770a590b.pdf,1
2dc5fb879ca945b1a9588a4a74212168.pdf,72cc5ab883164287905ef357218c0c9a.pdf,0
3f27d7656bb448a99f17d84371e83f54.pdf,c2a7281c2fe04299ab4aba8d1d51d4d9.pdf,0
b99c3f34094542d3856e6b04ac54103e.pdf,20353a45b1ea4844a2493f391f2e5e4e.pdf,1
d4312f5ef8524be8bb0f90f8fd6ded50.pdf,d8d4aca32d9e4be099112e418fb03441.pdf,1
f59d7b4162274e5db90ae16f0afc961b.pdf,94123c1c7bc74db8ab84bb44770a590b.pdf,0
55c7ca7828a54f96807e719c304a1b2e.pdf,aae80230b53a4b6ba49ec2f9559cd665.pdf,0
ec5b6656b13e4e3c9e1ddcedb57d89e1.pdf,6686de5e30094a0caa636f7c68f16419.pdf,0
81f2d972474e4d969b7489c7219415a0.pdf,b7b471df518a429290a1f4cbbb84ca6f.pdf,1
08e09d06c4624fc08cf7edf2f2bb8c93.pdf,44dbc9535d2d44f381898b01ea9ac17d.pdf,0
81f2d972474e4d969b7489c7219415a0.pdf,84d7f0923c35454d9a52aa8e29556eb6.pdf,0
4fb50ac2692746d68209d60ad782b52e.pdf,0d51629e005b42498eedba3a0885f654.pdf,1
c159e8060e22465997eca3c7b2bea53a.pdf,6fc1482087094e49b45b3d5b398a190c.pdf,0
aa9cd252e20b4eeab517aa8b52b489f0.pdf,63ab45933f284afabad05f81e7a41d95.pdf,0
8a743a40edc540b48e91343640eaa628.pdf,0d801c37332d4b13aae892e91d7f3b11.pdf,0
e45843a158e940899ba6e114d50b6b5a.pdf,48fc073ac81e4277b4bf431cda76a521.pdf,0
53c398282d004d8fb00b6361e453e0c6.pdf,bf5100383a04432db72ff531d46a3782.pdf,0
450951a6172445d287d7c7e625e11aa8.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,1
59040a656e5a4ffcbd074cba2f4e51f5.pdf,42c1e3e07cc94138a1b4468c2a3ecb0b.pdf,0
d4312f5ef8524be8bb0f90f8fd6ded50.pdf,94123c1c7bc74db8ab84bb44770a590b.pdf,1
84964e8e81a7434fa7341c73eb1258e0.pdf,80fa439370bd4b9aaac7e93f312fe540.pdf,0
6686de5e30094a0caa636f7c68f16419.pdf,a26d1a3a9839425c8acbe68a4ee40301.pdf,0
bc923d1430af47c2a9e0350acaf03dd1.pdf,f59d7b4162274e5db90ae16f0afc961b.pdf,1
e9a4e3c76e3340b6b584d25bc8411728.pdf,49e5a4f22cdb4375a06304e61cb5676a.pdf,1
84d7f0923c35454d9a52aa8e29556eb6.pdf,a74fbc1b155c48828289e946a8554007.pdf,1
478cb8dc23204a96ae6b1e31abdd3629.pdf,69b5e243d4ed4a219fd76b5bc2623208.pdf,0
4fb50ac2692746d68209d60ad782b52e.pdf,48fc073ac81e4277b4bf431cda76a521.pdf,0
84d7f0923c35454d9a52aa8e29556eb6.pdf,44dbc9535d2d44f381898b01ea9ac17d.pdf,0
2b304aec85e340d0ab6a57288ceda9e7.pdf,b38f024f10204814a466f7f079f0eb0f.pdf,0
08e09d06c4624fc08cf7edf2f2bb8c93.pdf,d8d4aca32d9e4be099112e418fb03441.pdf,0
bac1fc9bab2a4319b04cca958675e267.pdf,b99c3f34094542d3856e6b04ac54103e.pdf,0
20353a45b1ea4844a2493f391f2e5e4e.pdf,63ab45933f284afabad05f81e7a41d95.pdf,1
f4c18137dfac4359940c46c6ded1b95e.pdf,34c902a89df442f783f42d84afaeb348.pdf,1
bac1fc9bab2a4319b04cca958675e267.pdf,3bf3402fb59a47c9b01753cbfd837bb4.pdf,0
bc923d1430af47c2a9e0350acaf03dd1.pdf,34c902a89df442f783f42d84afaeb348.pdf,0
72cc5ab883164287905ef357218c0c9a.pdf,64931045b5e441039dc604d55031274e.pdf,1
